external_post_id,source_url,raw_title,content_type,slug,calendar_year,academic_year,exam_month,grade_level,exam_type,subjects,subject_codes,mapping_status,resource_kinds,resource_count,confidence,publish_candidate,quarantine_kinds
1694,https://legendstudy.com/1694,"→ 2025년 10월 고2 모의고사 문제, 답, 해설, 등급컷, 영어듣기 - 국어/영어/수학/한국사/사탐/과탐",exam,legendstudy-1694-main,2025,,10,2,national_mock,국어|수학|영어|한국사|물리학1|생명과학1|지구과학1|화학1|경제|동아시아사|사회문화|생활과윤리|세계사|세계지리|윤리와사상|정치와법|한국지리,korean|math|english|korean_history|physics_1|life_science_1|earth_science_1|chemistry_1|economics|east_asian_history|society_culture|life_ethics|world_history|world_geography|ethics_thought|politics_law|korean_geography,provisional,answer_explanation|listening_audio|question,35,high,yes,resource_url_expiring
1693,https://legendstudy.com/1693,"→ 2025년 10월 고3 모의고사 문제, 답, 해설, 등급컷, 영어듣기 - 국어/영어/수학/한국사/사탐/과탐",exam,legendstudy-1693-main,2025,,10,3,national_mock,국어(언매)|국어(화작)|수학(기하)|수학(미적)|수학(확통)|영어|한국사|물리학1|물리학2|생명과학1|생명과학2|지구과학1|지구과학2|화학1|화학2|경제|동아시아사|사회문화|생활과윤리|세계사|세계지리|윤리와사상|정치와법|한국지리,korean|korean|math|math|math|english|korean_history|physics_1|physics_2|life_science_1|life_science_2|earth_science_1|earth_science_2|chemistry_1|chemistry_2|economics|east_asian_history|society_culture|life_ethics|world_history|world_geography|ethics_thought|politics_law|korean_geography,provisional,answer_explanation|listening_audio|question,49,high,yes,resource_url_expiring
1686,https://legendstudy.com/1686,"→ [2025년 9월 시행] 2026학년도 9월 모의평가 문제, 답, 해설, 등급컷, 영어듣기 - 국어/영어/수학/한국사/사탐/과탐",exam,legendstudy-1686-main,2025,2026,9,3,evaluation_mock,국어(언매)|국어(화작)|수학(기하)|수학(미적)|수학(확통)|영어|한국사|물리학1|물리학2|생명과학1|생명과학2|지구과학1|지구과학2|화학1|화학2|경제|동아시아사|사회문화|생활과윤리|세계사|세계지리|윤리와사상|정치와법|한국지리,korean|korean|math|math|math|english|korean_history|physics_1|physics_2|life_science_1|life_science_2|earth_science_1|earth_science_2|chemistry_1|chemistry_2|economics|east_asian_history|society_culture|life_ethics|world_history|world_geography|ethics_thought|politics_law|korean_geography,provisional,answer_explanation|listening_audio|question,49,high,yes,resource_url_expiring
1685,https://legendstudy.com/1685,"→ 2025년 9월 고2 모의고사 기출 - 문제, 해설/정답, 등급컷, 영어듣기 등",exam,legendstudy-1685-main,2025,,9,2,national_mock,국어|수학|영어|한국사|물리학1|생명과학1|지구과학1|화학1|경제|동아시아사|사회문화|생활과윤리|세계사|세계지리|윤리와사상|정치와법|한국지리,korean|math|english|korean_history|physics_1|life_science_1|earth_science_1|chemistry_1|economics|east_asian_history|society_culture|life_ethics|world_history|world_geography|ethics_thought|politics_law|korean_geography,provisional,answer_explanation|listening_audio|question,35,high,yes,resource_url_expiring
1684,https://legendstudy.com/1684,"→ 2025년 9월 고1 모의고사 기출 - 문제, 답, 해설, 등급컷, 영어듣기 파일",exam,legendstudy-1684-main,2025,,9,1,national_mock,국어|수학|영어|과학탐구|사회탐구,korean|math|english|integrated_science|integrated_social,provisional,answer_explanation|listening_audio|question,11,high,yes,resource_url_expiring
1668,https://legendstudy.com/1668,"→ 2025년 7월 고3 모의고사 기출 - 문제, 답, 해설, 등급컷, 영어듣기 : 국어/영어/수학/사탐/과탐",exam,legendstudy-1668-main,2025,,7,3,national_mock,국어(언매)|국어(화작)|수학(기하)|수학(미적)|수학(확통)|영어|한국사|물리학1|물리학2|생명과학1|생명과학2|지구과학1|지구과학2|화학1|화학2|경제|동아시아사|사회문화|생활과윤리|세계사|세계지리|윤리와사상|정치와법|한국지리,korean|korean|math|math|math|english|korean_history|physics_1|physics_2|life_science_1|life_science_2|earth_science_1|earth_science_2|chemistry_1|chemistry_2|economics|east_asian_history|society_culture|life_ethics|world_history|world_geography|ethics_thought|politics_law|korean_geography,provisional,answer_explanation|listening_audio|question,49,high,yes,resource_url_expiring
1667,https://legendstudy.com/1667,"→ 2025년 6월 고2 모의고사 기출 - 문제, 답, 해설, 등급컷, 영어듣기 : 국어/영어/수학/사탐/과탐",exam,legendstudy-1667-main,2025,,6,2,national_mock,국어|수학|영어|한국사|물리학1|생명과학1|지구과학1|화학1|경제|동아시아사|사회문화|생활과윤리|세계사|세계지리|윤리와사상|정치와법|한국지리,korean|math|english|korean_history|physics_1|life_science_1|earth_science_1|chemistry_1|economics|east_asian_history|society_culture|life_ethics|world_history|world_geography|ethics_thought|politics_law|korean_geography,provisional,answer_explanation|listening_audio|question,35,high,yes,resource_url_expiring
1666,https://legendstudy.com/1666,"→ 2025년 6월 고1 모의고사 기출 - 문제, 답, 해설, 등급컷, 영어듣기파일 - 국어/영어/수학/한국사/사회탐구/과학탐구",exam,legendstudy-1666-main,2025,,6,1,national_mock,국어|수학|영어|한국사|과학|사회,korean|math|english|korean_history|integrated_science|integrated_social,provisional,answer_explanation|listening_audio|question,13,high,yes,resource_url_expiring
1665,https://legendstudy.com/1665,"→ [2025년 6월 시행] 2026학년도 6월 모의평가 문제, 답, 등급컷, 영어듣기 - 국어/영어/수학/사탐/과탐",exam,legendstudy-1665-main,2025,2026,6,3,evaluation_mock,국어|수학|영어|한국사|물리학1|물리학2|생명과학1|생명과학2|지구과학1|지구과학2|화학1|화학2|경제|동아시아사|사회문화|생활과윤리|세계사|세계지리|윤리와사상|정치와법|한국지리,korean|math|english|korean_history|physics_1|physics_2|life_science_1|life_science_2|earth_science_1|earth_science_2|chemistry_1|chemistry_2|economics|east_asian_history|society_culture|life_ethics|world_history|world_geography|ethics_thought|politics_law|korean_geography,provisional,answer_explanation|listening_audio|question,43,high,yes,resource_url_expiring
1664,https://legendstudy.com/1664,"→ 2025년 5월 고3 모의고사 문제, 답, 해설, 등급컷, 영어듣기 - 국어/영어/수학/사탐/과탐",exam,legendstudy-1664-main,2025,,5,3,national_mock,국어|수학|영어|한국사|물리학1|물리학2|생명과학1|생명과학2|지구과학1|지구과학2|화학1|화학2|경제|동아시아사|사회문화|생활과윤리|세계사|세계지리|윤리와사상|정치와법|한국지리,korean|math|english|korean_history|physics_1|physics_2|life_science_1|life_science_2|earth_science_1|earth_science_2|chemistry_1|chemistry_2|economics|east_asian_history|society_culture|life_ethics|world_history|world_geography|ethics_thought|politics_law|korean_geography,provisional,answer_explanation|listening_audio|question,43,high,yes,resource_url_expiring
1663,https://legendstudy.com/1663,"→ 2025년 3월 고3 모의고사 문제, 답, 해설, 등급컷, 영어듣기 - 국어/영어/수학/한국사/사탐/과탐",exam,legendstudy-1663-main,2025,,3,3,national_mock,국어|수학|영어|한국사|물리학1|생명과학1|지구과학1|화학1|경제|동아시아사|사회문화|생활과윤리|세계사|세계지리|윤리와사상|정치와법|한국지리,korean|math|english|korean_history|physics_1|life_science_1|earth_science_1|chemistry_1|economics|east_asian_history|society_culture|life_ethics|world_history|world_geography|ethics_thought|politics_law|korean_geography,provisional,answer_explanation|listening_audio|question,35,high,yes,resource_url_expiring
1662,https://legendstudy.com/1662,"→ 2025년 3월 고2 모의고사 기출 - 문제, 답, 해설, 등급컷, 영어듣기 - 국어/영어/수학/한국사/사탐/과탐",exam,legendstudy-1662-main,2025,,3,2,national_mock,국어|수학|영어|한국사|물리학1|생명과학1|지구과학1|화학1|경제|동아시아사|사회문화|생활과윤리|세계사|세계지리|윤리와사상|정치와법|한국지리,korean|math|english|korean_history|physics_1|life_science_1|earth_science_1|chemistry_1|economics|east_asian_history|society_culture|life_ethics|world_history|world_geography|ethics_thought|politics_law|korean_geography,provisional,answer_explanation|listening_audio|question,35,high,yes,resource_url_expiring
1661,https://legendstudy.com/1661,"→ 2025년 3월 고1 모의고사 기출 - 문제, 답, 해설, 등급컷, 영어듣기파일 - 국어/영어/수학/한국사/사회/과학",exam,legendstudy-1661-main,2025,,3,1,national_mock,국어|수학|영어|한국사|과학|사회,korean|math|english|korean_history|integrated_science|integrated_social,provisional,answer_explanation|listening_audio|question,13,high,yes,resource_url_expiring
