external_post_id,source_url,raw_title,content_type,slug,calendar_year,academic_year,exam_month,grade_level,exam_type,subjects,resource_kinds,resource_count,confidence,publish_candidate,quarantine_kinds
1668,https://legendstudy.com/1668,"→ 2025년 7월 고3 모의고사 기출 - 문제, 답, 해설, 등급컷, 영어듣기 : 국어/영어/수학/사탐/과탐",exam,legendstudy-1668-main,2025,,7,3,national_mock,국어(언매)|국어(화작)|수학(기하)|수학(미적)|수학(확통)|영어|한국사|물리학1|물리학2|생명과학1|생명과학2|지구과학1|지구과학2|화학1|화학2|경제|동아시아사|사회문화|생활과윤리|세계사|세계지리|윤리와사상|정치와법|한국지리,answer_explanation|question,48,high,yes,resource_url_expiring
1667,https://legendstudy.com/1667,"→ 2025년 6월 고2 모의고사 기출 - 문제, 답, 해설, 등급컷, 영어듣기 : 국어/영어/수학/사탐/과탐",exam,legendstudy-1667-main,2025,,6,2,national_mock,국어|수학|영어|한국사|물리학1|생명과학1|지구과학1|화학1|경제|동아시아사|사회문화|생활과윤리|세계사|세계지리|윤리와사상|정치와법|한국지리,answer_explanation|question,34,high,yes,resource_url_expiring
1666,https://legendstudy.com/1666,"→ 2025년 6월 고1 모의고사 기출 - 문제, 답, 해설, 등급컷, 영어듣기파일 - 국어/영어/수학/한국사/사회탐구/과학탐구",exam,legendstudy-1666-main,2025,,6,1,national_mock,국어|수학|영어|한국사|과학|사회,answer_explanation|question,12,high,yes,resource_url_expiring
1665,https://legendstudy.com/1665,"→ [2025년 6월 시행] 2026학년도 6월 모의평가 문제, 답, 등급컷, 영어듣기 - 국어/영어/수학/사탐/과탐",exam,legendstudy-1665-main,2025,2026,6,3,evaluation_mock,국어|수학|영어|한국사|물리학1|물리학2|생명과학1|생명과학2|지구과학1|지구과학2|화학1|화학2|경제|동아시아사|사회문화|생활과윤리|세계사|세계지리|윤리와사상|정치와법|한국지리,answer_explanation|question,42,high,yes,resource_url_expiring
1664,https://legendstudy.com/1664,"→ 2025년 5월 고3 모의고사 문제, 답, 해설, 등급컷, 영어듣기 - 국어/영어/수학/사탐/과탐",exam,legendstudy-1664-main,2025,,5,3,national_mock,국어|수학|영어|한국사|물리학1|물리학2|생명과학1|생명과학2|지구과학1|지구과학2|화학1|화학2|경제|동아시아사|사회문화|생활과윤리|세계사|세계지리|윤리와사상|정치와법|한국지리,answer_explanation|question,42,high,yes,resource_url_expiring
1663,https://legendstudy.com/1663,"→ 2025년 3월 고3 모의고사 문제, 답, 해설, 등급컷, 영어듣기 - 국어/영어/수학/한국사/사탐/과탐",exam,legendstudy-1663-main,2025,,3,3,national_mock,국어|수학|영어|한국사|물리학1|생명과학1|지구과학1|화학1|경제|동아시아사|사회문화|생활과윤리|세계사|세계지리|윤리와사상|정치와법|한국지리,answer_explanation|question,34,high,yes,resource_url_expiring
1662,https://legendstudy.com/1662,"→ 2025년 3월 고2 모의고사 기출 - 문제, 답, 해설, 등급컷, 영어듣기 - 국어/영어/수학/한국사/사탐/과탐",exam,legendstudy-1662-main,2025,,3,2,national_mock,국어|수학|영어|한국사|물리학1|생명과학1|지구과학1|화학1|경제|동아시아사|사회문화|생활과윤리|세계사|세계지리|윤리와사상|정치와법|한국지리,answer_explanation|question,34,high,yes,resource_url_expiring
1661,https://legendstudy.com/1661,"→ 2025년 3월 고1 모의고사 기출 - 문제, 답, 해설, 등급컷, 영어듣기파일 - 국어/영어/수학/한국사/사회/과학",exam,legendstudy-1661-main,2025,,3,1,national_mock,국어|수학|영어|한국사|과학|사회,answer_explanation|question,12,high,yes,resource_url_expiring
1649,https://legendstudy.com/1649,"→ [2024년 11월 시행] 2025학년도 수능 기출 - 문제, 답, 해설, 등급컷, 영어듣기 : 국어/영어/수학/한국사/사탐/과탐",exam,legendstudy-1649-main,2024,2025,11,3,csat,국어(언매)|국어(화작)|수학(기하)|수학(미적)|수학(확통)|영어|한국사|물리학1|물리학2|생명과학1|생명과학2|지구과학1|지구과학2|화학1|화학2|경제|동아시아사|사회문화|생활과윤리|세계사|세계지리|윤리와사상|정치와법|한국지리,answer_explanation|listening_script|question,49,medium,no,resource_subject_unknown|resource_url_expiring
1648,https://legendstudy.com/1648,"→ 2024년 10월 고1 모의고사 기출 - 문제, 답, 해설, 등급컷, 영어듣기파일 - 국어/영어/수학/한국사/사회/과학",exam,legendstudy-1648-main,2024,,10,1,national_mock,국어|수학|영어|한국사|과학|사회,answer_explanation|listening_script|question,13,high,yes,resource_url_expiring
1647,https://legendstudy.com/1647,"→ 2024년 10월 고2 모의고사 기출 - 문제, 답, 해설, 등급컷, 영어듣기 - 국어/영어/수학/한국사/사탐/과탐",exam,legendstudy-1647-main,2024,,10,2,national_mock,국어|수학|영어|한국사|물리학|물리학1|생명과학1|지구과학1|화학1|경제|동아시아사|사회문화|생활과윤리|세계사|세계지리|윤리와사상|정치와법|한국지리,answer_explanation|listening_script|question,35,high,yes,resource_url_expiring
1646,https://legendstudy.com/1646,"→ [2024년 10월 시행] 2024년 10월 고3 모의고사 - 문제, 답, 해설, 등급컷, 영어듣기 : 국어/영어/수학/한국사/사탐/과탐",exam,legendstudy-1646-main,2024,,10,3,national_mock,국어|수학|영어|한국사|물리학1|물리학2|생명과학1|생명과학2|지구과학1|지구과학2|화학1|화학2|경제|동아시아사|사회문화|생활과윤리|세계사|세계지리|윤리와사상|정치와법|한국지리,answer_explanation|question,42,medium,no,resource_subject_unknown|resource_url_expiring
1636,https://legendstudy.com/1636,"→ 2024년 9월 고1 모의고사 기출 - 문제, 답, 해설, 등급컷, 영어듣기파일 - 국어/영어/수학/한국사/사회/과학",exam,legendstudy-1636-main,2024,,9,1,national_mock,국어|수학|영어|한국사|통합과학|통합사회,answer_explanation|question,12,high,yes,resource_url_expiring
1635,https://legendstudy.com/1635,"→ 2024년 9월 고2 모의고사 기출 - 문제, 답, 해설, 등급컷, 영어듣기 - 국어/수학/영어/한국사/사탐/과탐",exam,legendstudy-1635-main,2024,,9,2,national_mock,국어|수학|영어|한국사|물리학1|생명과학|생명과학1|지구과학|지구과학1|화학1|경제|동아시아사|사회문화|생활과윤리|세계사|세계지리|윤리와사상|정치와법|한국지리,answer_explanation|question,34,high,yes,resource_url_expiring
1634,https://legendstudy.com/1634,"→ [2024년 9월 시행] 2025학년도 9월 모의평가 문제, 답, 해설, 등급컷, 영어듣기 - 국어/수학/영어/한국사/사탐/과탐",exam,legendstudy-1634-main,2024,2025,9,3,evaluation_mock,국어(화작)|국어(언매)|국어|수학(기하)|수학(미적)|수학(확통)|수학|영어|한국사|물리학1|물리학2|생명과학1|생명과학2|지구과학1|지구과학2|화학1|화학2|경제|동아시아사|사회문화|생활과윤리|세계사|세계지리|윤리와사상|정치와법|한국지리,answer_explanation|listening_script|question,46,high,yes,resource_url_expiring
1621,https://legendstudy.com/1621,"→ 2024년 7월 고3 모의고사 문제, 답, 해설, 등급컷, 영어듣기 - 국어/영어/수학/한국사/사탐/과탐",exam,legendstudy-1621-main,2024,,7,3,national_mock,국어|수학|영어|한국사|물리학1|물리학2|생명과학1|생명과학2|지구과학1|지구과학2|화학1|화학2|경제|동아시아사|사회문화|생활과윤리|세계사|세계지리|윤리와사상|정치와법|한국지리,answer_explanation|question,42,high,yes,resource_url_expiring
1620,https://legendstudy.com/1620,"→ 2024년 6월 고1 모의고사 기출 - 문제, 답, 해설, 등급컷, 영어듣기파일 - 국어/영어/수학/사회/과학",exam,legendstudy-1620-main,2024,,6,1,national_mock,국어|수학|영어|한국사|과학|사회,answer_explanation|listening_script|question,13,high,yes,resource_url_expiring
1619,https://legendstudy.com/1619,"→ 2024년 6월 고2 모의고사 기출 - 문제, 답, 해설, 등급컷, 영어듣기 - 국어/영어/수학/한국사/사탐/과탐",exam,legendstudy-1619-main,2024,,6,2,national_mock,국어|수학|영어|한국사|경제|동아시아사|사회문화|생활과윤리|세계사|세계지리|윤리와사상|정치와법|한국지리|물리학|생명과학|지구과학|화학,answer_explanation|listening_script|question,35,high,yes,resource_url_expiring
1618,https://legendstudy.com/1618,"→ [2024년 6월 시행] 2025학년도 6월 모의평가 문제, 답, 해설, 등급컷, 영어듣기 - 국어/영어/수학/한국사/사탐/과탐",exam,legendstudy-1618-main,2024,2025,6,3,evaluation_mock,국어|수학|영어|한국사|경제|동아시아사|사회문화|생활과윤리|세계사|세계지리|윤리와사상|정치와법|한국지리|물리학1|물리학2|생명과학1|생명과학2|지구과학1|지구과학2|화학1|화학2,answer_explanation|listening_script|question,43,medium,no,resource_subject_unknown|resource_url_expiring
1617,https://legendstudy.com/1617,"→ (2024년 5월 시행) 2024학년도 5월 고3 모의고사 기출 - 문제, 답, 해설, 등급컷, 영어듣기 : 국어/영어/수학/한국사/사탐/과탐",exam,legendstudy-1617-main,2024,,5,3,national_mock,국어|수학|영어|한국사|물리학1|물리학2|생명과학1|생명과학2|지구과학1|지구과학2|화학1|화학2|경제|동아시아사|사회문화|생활과윤리|세계사|세계지리|윤리와사상|정치와법|한국지리,answer_explanation|listening_script|question,43,high,yes,resource_url_expiring
1616,https://legendstudy.com/1616,"→ 2024년 3월 고1 모의고사 기출 - 문제, 답, 해설, 등급컷, 영어듣기파일 - 국어/영어/수학/한국사/사회/과학",exam,legendstudy-1616-main,2024,,3,1,national_mock,국어|수학|영어|한국사|과학|사회,answer_explanation|listening_script|question,13,high,yes,resource_url_expiring
1615,https://legendstudy.com/1615,"→2024년 3월 고2 모의고사 기출 - 문제, 답, 해설, 등급컷, 영어듣기 : 국어/영어/수학/한국사/사회/과학",exam,legendstudy-1615-main,2024,,3,2,national_mock,국어|수학|영어|한국사|물리학|생명과학|지구과학|화학|경제|동아시아사|사회문화|생활과윤리|세계사|세계지리|윤리와사상|정치와법|한국지리,answer_explanation|listening_script|question,35,high,yes,resource_url_expiring
1614,https://legendstudy.com/1614,"→ 2024년 3월 고3 모의고사 문제, 답, 해설, 등급컷, 영어듣기 - 국어/영어/수학/한국사/사탐/과탐",exam,legendstudy-1614-main,2024,,3,3,national_mock,국어|수학|영어|한국사|물리학1|생명과학1|지구과학1|화학1|경제|동아시아사|사회문화|생활과윤리|세계사|세계지리|윤리와사상|정치와법|한국지리,answer_explanation|question,34,high,yes,resource_url_expiring
